TOTAL_ELAPSED_TIME,QUERY_ID,QUERY_TEXT,DATABASE_NAME,SCHEMA_NAME,QUERY_TYPE,SESSION_ID,USER_NAME,ROLE_NAME,WAREHOUSE_NAME,WAREHOUSE_SIZE,WAREHOUSE_TYPE,CLUSTER_NUMBER,QUERY_TAG,EXECUTION_STATUS,ERROR_CODE,ERROR_MESSAGE,START_TIME,END_TIME,TOTAL_ELAPSED_TIME,BYTES_SCANNED,ROWS_PRODUCED,COMPILATION_TIME,EXECUTION_TIME,QUEUED_PROVISIONING_TIME,QUEUED_REPAIR_TIME,QUEUED_OVERLOAD_TIME,TRANSACTION_BLOCKED_TIME,OUTBOUND_DATA_TRANSFER_CLOUD,OUTBOUND_DATA_TRANSFER_REGION,OUTBOUND_DATA_TRANSFER_BYTES,INBOUND_DATA_TRANSFER_CLOUD,INBOUND_DATA_TRANSFER_REGION,INBOUND_DATA_TRANSFER_BYTES,CREDITS_USED_CLOUD_SERVICES,LIST_EXTERNAL_FILE_TIME,RELEASE_VERSION,EXTERNAL_FUNCTION_TOTAL_INVOCATIONS,EXTERNAL_FUNCTION_TOTAL_SENT_ROWS,EXTERNAL_FUNCTION_TOTAL_RECEIVED_ROWS,EXTERNAL_FUNCTION_TOTAL_SENT_BYTES,EXTERNAL_FUNCTION_TOTAL_RECEIVED_BYTES,IS_CLIENT_GENERATED_STATEMENT,QUERY_HASH,QUERY_HASH_VERSION,QUERY_PARAMETERIZED_HASH,QUERY_PARAMETERIZED_HASH_VERSION
21276,01b30593-0002-3095-0051-ba87000332d6,"SELECT *
FROM (
  SELECT i_category, i_class, i_brand,
  s_store_name, s_company_name,
  d_moy,
  SUM(ss_sales_price) sum_sales,
  AVG(SUM(ss_sales_price)) OVER
  (PARTITION BY s_store_name)
  avg_monthly_sales
  FROM item, store_sales, date_dim, store
  WHERE ss_item_sk = i_item_sk AND
  ss_sold_date_sk = d_date_sk AND
  ss_store_sk = s_store_sk AND
  d_year IN (2000)
  GROUP BY i_category, i_class, i_brand,
  s_store_name, s_company_name, d_moy
) tmp1
WHERE CASE WHEN (avg_monthly_sales <> 0) THEN (ABS(sum_sales - avg_monthly_sales) / avg_monthly_sales) ELSE NULL END > 0.2
ORDER BY avg_monthly_sales, s_store_name
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:47:32.047-07:00,2024-03-16T00:47:53.323-07:00,21276,243861228063,100,708,20568,0,0,0,0,,,0,,,0,0.000110000,0,8.10.1,0,0,0,0,0,FALSE,4ccc1a955ca9e1b606e8cf887656f2b8,2,da33a9ccc0e0358d35e7c13e8cc51371,1
5214,01b30593-0002-3144-0051-ba870003a27a,"SELECT *
FROM (
  SELECT i_category, i_class, i_brand,
  s_store_name, s_company_name,
  d_moy,
  SUM(ss_sales_price) sum_sales,
  AVG(SUM(ss_sales_price)) OVER
  (PARTITION BY i_category, s_company_name, d_moy)
  avg_monthly_sales
  FROM item, store_sales, date_dim, store
  WHERE ss_item_sk = i_item_sk AND
  ss_sold_date_sk = d_date_sk AND
  ss_store_sk = s_store_sk AND
  d_moy = 6 AND
  d_year BETWEEN 1999 AND 2001
  GROUP BY i_category, i_class, i_brand,
  s_store_name, s_company_name, d_moy
) tmp1
WHERE CASE WHEN (avg_monthly_sales <> 0) THEN (ABS(sum_sales - avg_monthly_sales) / avg_monthly_sales) ELSE NULL END > 0.1
ORDER BY sum_sales DESC, s_store_name
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:47:26.517-07:00,2024-03-16T00:47:31.731-07:00,5214,34511387679,100,572,4642,0,0,0,0,,,0,,,0,0.000090000,0,8.10.1,0,0,0,0,0,FALSE,6adab06f8e2c4f8fb1be2109e461d9ef,2,07de3f42dacfd2ac95227eac8b9c5e38,1
112,01b30593-0002-318f-0051-ba870003b1a6,"SELECT *
FROM (
  SELECT i_category, i_class, i_brand,
  s_store_name, s_company_name,
  d_moy,
  SUM(ss_sales_price) sum_sales,
  AVG(SUM(ss_sales_price)) OVER
  (PARTITION BY i_category, i_class, s_store_name)
  avg_monthly_sales
  FROM item, store_sales, date_dim, store
  WHERE ss_item_sk = i_item_sk AND
  ss_sold_date_sk = d_date_sk AND
  ss_store_sk = s_store_sk AND
  i_brand = 'Brand#123'
  AND d_year IN (2000)
  GROUP BY i_category, i_class, i_brand,
  s_store_name, s_company_name, d_moy
) tmp1
WHERE CASE WHEN (avg_monthly_sales <> 0) THEN (ABS(sum_sales - avg_monthly_sales) / avg_monthly_sales) ELSE NULL END > 0.1
ORDER BY sum_sales DESC, s_store_name
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:47:25.97-07:00,2024-03-16T00:47:26.082-07:00,112,0,0,80,32,0,0,0,0,,,0,,,0,0.000014000,0,8.10.1,0,0,0,0,0,FALSE,2f706d80af825dd730cc2f51388452dc,2,94213f73b876268eba2ed3400ea3a5e8,1
21548,01b30593-0002-3099-0051-ba87000361a6,"SELECT *
FROM (
  SELECT i_category, i_class, i_brand,
  s_store_name, s_company_name,
  d_moy,
  SUM(ss_sales_price) sum_sales,
  AVG(SUM(ss_sales_price)) OVER
  (PARTITION BY i_category, i_brand, s_store_name, s_company_name)
  avg_monthly_sales
  FROM item, store_sales, date_dim, store
  WHERE ss_item_sk = i_item_sk AND
  ss_sold_date_sk = d_date_sk AND
  ss_store_sk = s_store_sk AND
  d_year IN (2000)
  GROUP BY i_category, i_class, i_brand,
  s_store_name, s_company_name, d_moy
) tmp1
WHERE CASE WHEN (avg_monthly_sales <> 0) THEN (ABS(sum_sales - avg_monthly_sales) / avg_monthly_sales) ELSE NULL END > 0.5  -- Increased threshold for variance
ORDER BY sum_sales DESC, s_store_name
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:47:04.05-07:00,2024-03-16T00:47:25.598-07:00,21548,243861228063,100,595,20953,0,0,0,0,,,0,,,0,0.000093000,0,8.10.1,0,0,0,0,0,FALSE,3c27d0650ed053cc7739eb0135460db0,2,93611d14566f6b3d6b7f284cfa576b7f,1
193,01b30593-0002-326c-0051-ba870003c24a,"SELECT *
FROM (
  SELECT i_category, i_class, i_brand,
  s_store_name, s_company_name,
  d_moy,
  SUM(ss_sales_price) sum_sales,
  AVG(SUM(ss_sales_price)) OVER
  (PARTITION BY i_category, i_brand, s_store_name, s_company_name)
  avg_monthly_sales
  FROM item, store_sales, date_dim, store
  WHERE ss_item_sk = i_item_sk AND
  ss_sold_date_sk = d_date_sk AND
  ss_store_sk = s_store_sk AND
  d_year IN (2000) AND
  ss_sales_price > 200
  GROUP BY i_category, i_class, i_brand,
  s_store_name, s_company_name, d_moy
) tmp1
WHERE CASE WHEN (avg_monthly_sales <> 0) THEN (ABS(sum_sales - avg_monthly_sales) / avg_monthly_sales) ELSE NULL END > 0.1
ORDER BY sum_sales DESC, s_store_name
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:47:03.556-07:00,2024-03-16T00:47:03.749-07:00,193,0,0,84,109,0,0,0,0,,,0,,,0,0.000015000,0,8.10.1,0,0,0,0,0,FALSE,514b9a5cb396d0bb2211667d5d1805a4,2,15a90ccf76cc804989e774a86af2babc,1
4884,01b30592-0002-318f-0051-ba870003b19a,"SELECT *
FROM (
  SELECT i_category, i_class, i_brand,
  s_store_name, s_company_name,
  d_moy,
  SUM(ss_sales_price) sum_sales,
  AVG(SUM(ss_sales_price)) OVER
  (PARTITION BY i_category, i_brand, s_store_name, s_company_name)
  avg_monthly_sales
  FROM item, store_sales, date_dim, store
  WHERE ss_item_sk = i_item_sk AND
  ss_sold_date_sk = d_date_sk AND
  ss_store_sk = s_store_sk AND
  d_moy = 12 AND
  d_year IN (2000) AND
  i_category NOT IN ('Electronics', 'Women')
  GROUP BY i_category, i_class, i_brand,
  s_store_name, s_company_name, d_moy
) tmp1
WHERE CASE WHEN (avg_monthly_sales <> 0) THEN (ABS(sum_sales - avg_monthly_sales) / avg_monthly_sales) ELSE NULL END > 0.1
ORDER BY sum_sales DESC, s_store_name
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:46:58.363-07:00,2024-03-16T00:47:03.247-07:00,4884,41105602700,100,517,4367,0,0,0,0,,,0,,,0,0.000081000,0,8.10.1,0,0,0,0,0,FALSE,a5d60d407ff28432f33f2d45bed147c2,2,890482f081c5964f571d300aaa5ad6c3,1
21011,01b30592-0002-3099-0051-ba870003619e,"SELECT *
FROM (
  SELECT i_category, i_class, i_brand,
  s_store_name, s_company_name,
  d_moy,
  SUM(ss_sales_price) sum_sales,
  AVG(SUM(ss_sales_price)) OVER
  (PARTITION BY i_category, i_brand, s_store_name, s_company_name)
  avg_monthly_sales
  FROM item, store_sales, date_dim, store
  WHERE ss_item_sk = i_item_sk AND
  ss_sold_date_sk = d_date_sk AND
  ss_store_sk = s_store_sk AND
  d_year IN (2000)
  GROUP BY i_category, i_class, i_brand,
  s_store_name, s_company_name, d_moy
) tmp1
WHERE CASE WHEN (avg_monthly_sales <> 0) THEN (ABS(sum_sales - avg_monthly_sales) / avg_monthly_sales) ELSE NULL END <= 0.1  -- Focused on lower variance
ORDER BY avg_monthly_sales DESC, s_store_name
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:46:36.987-07:00,2024-03-16T00:46:57.998-07:00,21011,243861228063,100,626,20385,0,0,0,0,,,0,,,0,0.000098000,0,8.10.1,0,0,0,0,0,FALSE,b52e1dfb3192c981f51205e358be4cbb,2,0b99431bc4fa98d90bf85317894fb3f0,1
119,01b30592-0002-317c-0051-ba8700037236,"SELECT *
FROM (
  SELECT i_category, i_class, i_brand,
  s_store_name, s_company_name,
  d_moy,
  SUM(ss_sales_price) sum_sales,
  AVG(SUM(ss_sales_price)) OVER
  (PARTITION BY i_category, i_brand, s_store_name, s_company_name)
  avg_monthly_sales
  FROM item, store_sales, date_dim, store
  WHERE ss_item_sk = i_item_sk AND
  ss_sold_date_sk = d_date_sk AND
  ss_store_sk = s_store_sk AND
  d_year BETWEEN 2000 AND 2002 AND
  i_brand IN ('Brand#123', 'Brand#456', 'Brand#789')
  GROUP BY i_category, i_class, i_brand,
  s_store_name, s_company_name, d_moy
) tmp1
WHERE CASE WHEN (avg_monthly_sales <> 0) THEN (ABS(sum_sales - avg_monthly_sales) / avg_monthly_sales) ELSE NULL END > 0.2  -- Adjusted threshold
ORDER BY sum_sales - avg_monthly_sales DESC, s_store_name  -- Changed order direction
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:46:36.584-07:00,2024-03-16T00:46:36.703-07:00,119,0,0,87,32,0,0,0,0,,,0,,,0,0.000015000,0,8.10.1,0,0,0,0,0,FALSE,7e274b114971aa2b5a95742defa8dab8,2,c1c5c0006ca33a8ff6ee8ebe5e62cdf6,1
2543,01b30592-0002-326c-0051-ba870003c23e,"SELECT *
FROM (
  SELECT i_category, i_class, i_brand,
  s_store_name, s_company_name,
  d_moy,
  SUM(ss_sales_price) sum_sales,
  AVG(SUM(ss_sales_price)) OVER
  (PARTITION BY i_category, i_brand, s_store_name, s_company_name)
  avg_monthly_sales
  FROM item, store_sales, date_dim, store
  WHERE ss_item_sk = i_item_sk AND
  ss_sold_date_sk = d_date_sk AND
  ss_store_sk = s_store_sk AND
  d_year IN (2001) AND
  ((i_category IN ('Books','Men','Children') AND
  i_class IN ('novels','pants','toys'))
  OR (i_category IN ('Music','Accessories','Health') AND
  i_class IN ('pop','watches','supplements')))
  GROUP BY i_category, i_class, i_brand,
  s_store_name, s_company_name, d_moy
) tmp1
WHERE CASE WHEN (avg_monthly_sales <> 0) THEN (ABS(sum_sales - avg_monthly_sales) / avg_monthly_sales) ELSE NULL END > 0.1
ORDER BY sum_sales - avg_monthly_sales, s_store_name
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:46:33.471-07:00,2024-03-16T00:46:36.014-07:00,2543,241260930188,100,549,1994,0,0,0,0,,,0,,,0,0.000086000,0,8.10.1,0,0,0,0,0,FALSE,d1d4c00d8c5473c5a202523c5b1a1637,2,5ed178b975e513e282876eaf0aeb87c3,1
2241,01b30592-0002-3095-0051-ba87000332c2,"SELECT ca_zip, SUM(cs_sales_price)
FROM catalog_sales, customer, customer_address, date_dim
WHERE cs_bill_customer_sk = c_customer_sk
  AND c_current_addr_sk = ca_address_sk
  AND d_date BETWEEN '2000-04-01' AND '2000-04-07'
  AND cs_sold_date_sk = d_date_sk
GROUP BY ca_zip
ORDER BY SUM(cs_sales_price) DESC, ca_zip
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:46:30.905-07:00,2024-03-16T00:46:33.146-07:00,2241,5179338861,100,315,1926,0,0,0,0,,,0,,,0,0.000051000,0,8.10.1,0,0,0,0,0,FALSE,364542c0980d168f8c5f1989ef254ccc,2,364542c0980d168f8c5f1989ef254ccc,1
3159,01b30592-0002-3095-0051-ba87000332ba,"SELECT ca_zip, COUNT(*) AS num_sales
FROM catalog_sales, customer, customer_address, date_dim
WHERE cs_bill_customer_sk = c_customer_sk
  AND c_current_addr_sk = ca_address_sk
  AND cs_sold_date_sk = d_date_sk
  AND d_qoy = 2 AND d_year = 2000
GROUP BY ca_zip
HAVING COUNT(*) > 20
ORDER BY num_sales DESC, ca_zip
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:46:27.377-07:00,2024-03-16T00:46:30.536-07:00,3159,29557703820,100,573,2586,0,0,0,0,,,0,,,0,0.000089000,0,8.10.1,0,0,0,0,0,FALSE,451bb238cc025301a9e3a5610a4ef875,2,52df261f6cf2a9afabe93a405e0925ff,1
4223,01b30592-0002-318f-0051-ba870003b186,"SELECT ca_zip, SUM(cs_sales_price) AS total_sales
FROM catalog_sales, customer, customer_address, date_dim
WHERE cs_bill_customer_sk = c_customer_sk
  AND c_current_addr_sk = ca_address_sk
  AND (SUBSTR(ca_zip,1,5) IN ('10101', '20202', '30303')
  OR ca_state IN ('NY', 'MA', 'CT')
  OR cs_sales_price > 300)
  AND cs_sold_date_sk = d_date_sk
  AND d_qoy = 2 AND d_year = 2000
GROUP BY ca_zip
ORDER BY total_sales DESC, ca_zip
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:46:22.793-07:00,2024-03-16T00:46:27.016-07:00,4223,29557703820,100,364,3859,0,0,0,0,,,0,,,0,0.000057000,0,8.10.1,0,0,0,0,0,FALSE,c1217d94c373262ae20613167d692cfe,2,d77d2bf64052dbc889337cbe88fad391,1
107,01b30592-0002-3144-0051-ba870003a26a,"SELECT ca_zip, SUM(cs_sales_price)
FROM catalog_sales, customer, customer_address, date_dim
WHERE cs_bill_customer_sk = c_customer_sk
  AND c_current_addr_sk = ca_address_sk
  AND cs_sales_price > 2000
  AND cs_sold_date_sk = d_date_sk
  AND d_qoy = 2 AND d_year = 2000
GROUP BY ca_zip
ORDER BY ca_zip
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:46:22.339-07:00,2024-03-16T00:46:22.446-07:00,107,0,0,78,29,0,0,0,0,,,0,,,0,0.000014000,0,8.10.1,0,0,0,0,0,FALSE,de81197b0d20403dbeac80bb1f2c72cb,2,ef2fb2734e9bdcdf4613e2c71d1f1177,1
4260,01b30592-0002-326c-0051-ba870003c236,"SELECT ca_zip, SUM(cs_sales_price)
FROM catalog_sales, customer, customer_address, date_dim
WHERE cs_bill_customer_sk = c_customer_sk
  AND c_current_addr_sk = ca_address_sk
  AND (ca_state NOT IN ('NV', 'UT', 'AZ')
  OR cs_sales_price > 1500)
  AND cs_sold_date_sk = d_date_sk
  AND d_qoy = 1 AND d_year = 2000
GROUP BY ca_zip
ORDER BY ca_zip
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:46:17.639-07:00,2024-03-16T00:46:21.899-07:00,4260,29510467615,100,551,3709,0,0,0,0,,,0,,,0,0.000086000,0,8.10.1,0,0,0,0,0,FALSE,9f51b6567b9dc9f239bf7c1438581ea5,2,2554a9acd120518955db44a8c7f3e8ed,1
23987,01b30591-0002-318f-0051-ba870003b17e,"SELECT YEAR(d_date) as sale_year, SUM(cs_sales_price)
FROM catalog_sales, customer, customer_address, date_dim
WHERE cs_bill_customer_sk = c_customer_sk
  AND c_current_addr_sk = ca_address_sk
  AND (SUBSTR(ca_zip,1,5) IN ('11111', '22222', '33333')
  OR ca_state IN ('MI', 'OH', 'IN')
  OR cs_sales_price > 750)
  AND cs_sold_date_sk = d_date_sk
  AND d_year BETWEEN 1999 AND 2001
GROUP BY YEAR(d_date)
ORDER BY sale_year
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:45:53.231-07:00,2024-03-16T00:46:17.218-07:00,23987,553256284703,3,481,23506,0,0,0,0,,,0,,,0,0.000075000,0,8.10.1,0,0,0,0,0,FALSE,b412bac1385dbaae9d531e929ec4a8b0,2,2991cbc2eab6d160e454fd539cfbc90e,1
5712,01b30591-0002-318f-0051-ba870003b176,"SELECT ca_zip, SUM(cs_sales_price)
FROM catalog_sales, customer, customer_address, date_dim
WHERE cs_bill_customer_sk = c_customer_sk
  AND c_current_addr_sk = ca_address_sk
  AND (SUBSTR(ca_zip,1,5) IN ('12345', '54321', '67890', '09876', '56789')
  OR ca_state IN ('OR', 'MT', 'ID')
  OR cs_sales_price BETWEEN 100 AND 500)
  AND cs_sold_date_sk = d_date_sk
  AND d_qoy = 3 AND d_year = 2000
GROUP BY ca_zip
ORDER BY ca_zip
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:45:47.14-07:00,2024-03-16T00:45:52.852-07:00,5712,52542400140,100,552,5160,0,0,0,0,,,0,,,0,0.000086000,0,8.10.1,0,0,0,0,0,FALSE,64662f8cdb0ae1e07f0f96aa087cfe4f,2,f1858b92007f96f76ec35da81d28b8d6,1
7329,01b30591-0002-326c-0051-ba870003c22e,"SELECT ca_zip, SUM(cs_sales_price)
FROM catalog_sales, customer, customer_address, date_dim
WHERE cs_bill_customer_sk = c_customer_sk
  AND c_current_addr_sk = ca_address_sk
  AND (SUBSTR(ca_zip,1,5) NOT IN ('99999', '00000')
  OR ca_state IN ('TX', 'FL', 'IL')
  OR cs_sales_price > 250)
  AND cs_sold_date_sk = d_date_sk
  AND d_qoy = 4 AND d_year = 2000
GROUP BY ca_zip
ORDER BY ca_zip
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:45:39.37-07:00,2024-03-16T00:45:46.699-07:00,7329,84963102860,100,716,6613,0,0,0,0,,,0,,,0,0.000111000,0,8.10.1,0,0,0,0,0,FALSE,e86efcc2bcdb94f899d887b6ffc162ab,2,be8c2c410cf7b1d137b3470419596947,1
4571,01b30591-0002-3144-0051-ba870003a25e,"SELECT ca_zip, SUM(cs_sales_price)
FROM catalog_sales, customer, customer_address, date_dim
WHERE cs_bill_customer_sk = c_customer_sk
  AND c_current_addr_sk = ca_address_sk
  AND (SUBSTR(ca_zip,1,5) IN ('85669', '86197', '88274', '83405', '86475')
  OR ca_state IN ('CA', 'WA', 'GA')
  OR cs_sales_price > 1000)
  AND cs_sold_date_sk = d_date_sk
  AND d_qoy = 1 AND d_year = 2001
GROUP BY ca_zip
ORDER BY ca_zip
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:45:34.45-07:00,2024-03-16T00:45:39.021-07:00,4571,29283220620,100,474,4097,0,0,0,0,,,0,,,0,0.000075000,0,8.10.1,0,0,0,0,0,FALSE,75508cd62c6cf92aa79d4ed757487810,2,529e1d4713756373c3133a0000c0319d,1
4447,01b30591-0002-318f-0051-ba870003b16e,"SELECT ca_zip, SUM(cs_sales_price)
FROM catalog_sales, customer, customer_address, date_dim
WHERE cs_bill_customer_sk = c_customer_sk
  AND c_current_addr_sk = ca_address_sk
  AND (SUBSTR(ca_zip,1,5) IN ('12345', '67890', '54321', '98765', '24680',
  '13579', '19283', '37465', '92837')
  OR ca_state IN ('NY', 'NJ', 'PA', 'CT')
  OR cs_sales_price > 500)
  AND cs_sold_date_sk = d_date_sk
  AND d_qoy = 2 AND d_year = 2000
GROUP BY ca_zip
ORDER BY ca_zip
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:45:29.649-07:00,2024-03-16T00:45:34.096-07:00,4447,29557703820,100,463,3984,0,0,0,0,,,0,,,0,0.000074000,0,8.10.1,0,0,0,0,0,FALSE,913dd786fbe1255fa97a5ee707257749,2,13edf95f8dd570268474b4ab0f89e6bb,1
3505,01b30591-0002-3095-0051-ba87000332ae,"SELECT a.ca_state state, COUNT(*) cnt
FROM customer_address a, customer c, store_sales s, date_dim d, item i
WHERE a.ca_address_sk = c.c_current_addr_sk
  AND c.c_customer_sk = s.ss_customer_sk
  AND s.ss_sold_date_sk = d.d_date_sk
  AND s.ss_item_sk = i.i_item_sk
  AND d.d_month_seq =
    (SELECT DISTINCT (d_month_seq)
     FROM date_dim
     WHERE d_year = 2002
     AND d_moy = 7)
  AND i.i_current_price > 1.2 *
    (SELECT AVG(j.i_current_price)
     FROM item j
     WHERE j.i_category = i.i_category)
GROUP BY a.ca_state
HAVING COUNT(*) >= 10
ORDER BY a.ca_state, cnt DESC
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:45:25.779-07:00,2024-03-16T00:45:29.284-07:00,3505,15035199628,53,891,2614,0,0,0,0,,,0,,,0,0.000139000,0,8.10.1,0,0,0,0,0,FALSE,7bdfb87ad85b1747efd188e326e84a65,2,b415687c2ec1d09ea7908661f824770c,1
2565,01b30591-0002-318f-0051-ba870003b166,"SELECT a.ca_state state, COUNT(*) cnt
FROM customer_address a, customer c, store_sales s, date_dim d, item i
WHERE a.ca_address_sk = c.c_current_addr_sk
  AND c.c_customer_sk = s.ss_customer_sk
  AND s.ss_sold_date_sk = d.d_date_sk
  AND s.ss_item_sk = i.i_item_sk
  AND d.d_month_seq =
    (SELECT DISTINCT (d_month_seq)
     FROM date_dim
     WHERE d_year = 2003
     AND d_moy = 12)
  AND i.i_current_price > 1.2 *
    (SELECT AVG(j.i_current_price)
     FROM item j
     WHERE j.i_category = i.i_category)
GROUP BY a.ca_state
HAVING COUNT(*) >= 10
ORDER BY cnt DESC, a.ca_state
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:45:22.846-07:00,2024-03-16T00:45:25.411-07:00,2565,3157965452,1,460,2105,0,0,0,0,,,0,,,0,0.000074000,0,8.10.1,0,0,0,0,0,FALSE,4bf49dfc75021c855063285344163d15,2,0034332b4ebd3d29c41c384098ad046f,1
1655,01b30591-0002-318f-0051-ba870003b15e,"SELECT a.ca_state state, COUNT(*) cnt
FROM customer_address a, customer c, store_sales s, date_dim d, item i
WHERE a.ca_address_sk = c.c_current_addr_sk
  AND c.c_customer_sk = s.ss_customer_sk
  AND s.ss_sold_date_sk = d.d_date_sk
  AND s.ss_item_sk = i.i_item_sk
  AND a.ca_state IN ('CA', 'NY', 'TX')
  AND d.d_month_seq =
    (SELECT DISTINCT (d_month_seq)
     FROM date_dim
     WHERE d_year = 2002
     AND d_moy = 7)
  AND i.i_current_price > 1.2 *
    (SELECT AVG(j.i_current_price)
     FROM item j
     WHERE j.i_category = i.i_category)
GROUP BY a.ca_state
HAVING COUNT(*) >= 10
ORDER BY cnt DESC, a.ca_state
LIMIT 100",SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,SELECT,23004562097102974,CS291JPROJECT,ACCOUNTADMIN,TPCDS_BENCH_10T,2X-Large,STANDARD,1,,SUCCESS,,,2024-03-16T00:45:20.688-07:00,2024-03-16T00:45:22.343-07:00,1655,15035199628,4,540,1115,0,0,0,0,,,0,,,0,0.000084000,0,8.10.1,0,0,0,0,0,FALSE,e117c36977c3f3043096ebc1fe14e49a,2,f6945b3a90cf23fce4d8f238ce598b98,1
